R_fighter,B_fighter,Winner name,weight_class,height_dif,reach_dif,age_dif,win_dif,loss_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif
Alex Oliveira,Carlo Pedersoli,Alex Oliveira,Welterweight,0.0,-2.54,5,-7,4,39.25,-0.583333333,0.833333333
Sam Alvey,Rogerio Nogueira,Rogerio Nogueira,Light Heavyweight,0.0,0.0,-10,-5,0,-3.9,0.133333333,0.033333333
Renan Barao,Andre Ewell,Andre Ewell,Bantamweight,5.08,12.7,1,-9,5,-55.71428571,-0.214285714,-1.357142857
Charles Oliveira,Christos Giagos,Charles Oliveira,Lightweight,0.0,-7.62,0,-10,7,-4.18333333,-0.966666667,-0.966666667
Francisco Trinaldo,Evan Dunham,Francisco Trinaldo,Lightweight,2.54,0.0,4,-1,-3,25.21671827,0.377708978,0.479876161
Luis Henrique,Ryan Spann,Ryan Spann,Light Heavyweight,7.62,12.7,-2,-2,3,-20.4,-0.8,-2.2
Augusto Sakai,Chase Sherman,Augusto Sakai,Heavyweight,2.54,2.54,-1,2,-4,61.16666667,0.0,0.0
Sergio Moraes,Ben Saunders,Sergio Moraes,Welterweight,5.08,12.7,1,2,-3,-6.43333333,0.3,-0.666666667
Mayra Bueno Silva,Gillian Robertson,Mayra Bueno Silva,Women's Flyweight,-2.54,-8.98,4,2,0,9.5,1.0,1.5
Thales Leites,Hector Lombard,Thales Leites,Middleweight,-10.16,-17.78,-3,-9,0,9.96363636,-0.818181818,-0.386363636
Elizeu Zaleski dos Santos,Luigi Vendramini,Elizeu Zaleski dos Santos,Welterweight,-7.62,-0.42,9,-5,1,-57.5,-0.5,-0.333333333
Livinha Souza,Alex Chambers,Livinha Souza,Women's Strawweight,-5.08,0.0,-12,1,-3,32.75,0.75,1.75
Mark Hunt,Aleksei Oleinik,Aleksei Oleinik,Heavyweight,10.16,20.32,3,-3,6,-9.08928571,0.9375,0.705357143
Jan Blachowicz,Nikita Krylov,Jan Blachowicz,Light Heavyweight,2.54,-2.54,9,1,1,-18.77777777,0.333333334,-1.222222222
Andrei Arlovski,Shamil Abdurakhimov,Shamil Abdurakhimov,Heavyweight,0.0,-2.54,2,-13,8,1.37692308,0.007692308,0.730769231
Aleksei Kunchenko,Thiago Alves,Aleksei Kunchenko,Welterweight,2.54,0.0,0,14,-9,38.95652174,0.260869565,0.565217391
Khalid Murtazaliev,CB Dollaway,Khalid Murtazaliev,Middleweight,5.08,0.0,-10,11,-8,22.73684211,0.526315789,1.947368421
Petr Yan,Jin Soo Son,Petr Yan,Bantamweight,-2.54,5.08,0,-1,0,-25.0,0.0,0.0
Rustam Khabilov,Kajan Johnson,Rustam Khabilov,Lightweight,7.62,5.08,-3,-4,0,1.96666667,0.066666667,-2.0
Mairbek Taisumov,Desmond Green,Mairbek Taisumov,Lightweight,2.54,0.0,2,-4,-1,31.35714286,0.0,0.25
Magomed Ankalaev,Marcin Prachnio,Magomed Ankalaev,Light Heavyweight,0.0,-2.54,-4,0,0,-44.0,0.0,0.0
Adam Yandiev,Jordan Johnson,Jordan Johnson,Middleweight,12.7,12.7,1,3,0,46.66666667,0.666666667,2.666666667
Ramazan Emeev,Stefan Sekulic,Ramazan Emeev,Welterweight,5.08,-2.54,5,-2,0,-38.5,0.0,-2.0
Merab Dvalishvili,Terrion Ware,Merab Dvalishvili,Bantamweight,5.08,7.62,-5,0,-1,23.66666667,0.0,-7.833333333
Tyron Woodley,Darren Till,Tyron Woodley,Welterweight,7.62,0.0,11,-3,2,3.54545455,-0.181818182,0.045454545
Jessica Andrade,Karolina Kowalkiewicz,Jessica Andrade,Women's Strawweight,5.08,5.08,-6,-4,2,7.46153846,-0.384615385,-2.395604395
Zabit Magomedsharipov,Brandon Davis,Zabit Magomedsharipov,Featherweight,-7.62,-2.54,-1,-2,-2,1.66666666,-1.0,-5.333333334
Jimmie Rivera,John Dodson,Jimmie Rivera,Bantamweight,-2.54,-5.08,-4,4,-3,-0.12820513,0.0,-0.141025641
Abdul Razak Alhassan,Niko Price,Abdul Razak Alhassan,Welterweight,5.08,7.62,5,1,-1,-7.08333333,0.833333333,0.416666667
Carla Esparza,Tatiana Suarez,Tatiana Suarez,Women's Strawweight,10.16,7.62,3,0,3,-3.16666666,0.166666667,-0.166666667
Aljamain Sterling,Cody Stamann,Aljamain Sterling,Bantamweight,-2.54,-17.78,1,-4,3,35.7,-0.7,2.1
Geoff Neal,Frank Camacho,Geoff Neal,Welterweight,-2.54,-5.08,-1,0,-1,116.0,-1.0,2.0
Charles Byrd,Darren Stewart,Darren Stewart,Middleweight,5.08,2.54,7,0,-4,11.2,-1.0,0.2
Diego Sanchez,Craig White,Diego Sanchez,Welterweight,10.16,10.16,8,-16,10,-27.2962963,-0.666666667,-1.037037037
Jim Miller,Alex White,Jim Miller,Lightweight,10.16,0.0,6,-14,8,16.0,-1.201970443,-0.492610838
Irene Aldana,Lucie Pudilova,Irene Aldana,Women's Bantamweight,-2.54,-2.54,6,1,1,-11.66666666,0.666666667,-0.666666667
Roberto Sanchez,Jarred Brooks,Jarred Brooks,Flyweight,-7.62,-10.16,7,0,-1,27.33333333,-0.166666667,2.666666667
Justin Gaethje,James Vick,Justin Gaethje,Lightweight,10.16,15.24,-2,8,1,-75.1666667,0.5,0.2
Michael Johnson,Andre Fili,Michael Johnson,Featherweight,2.54,2.54,4,-3,5,-3.3,0.044444444,1.655555556
Cortney Casey,Angela Hill,Cortney Casey,Women's Strawweight,-10.16,-7.62,-2,0,1,18.48214286,-0.5,0.035714286
Jake Ellenberger,Bryan Barberena,Bryan Barberena,Welterweight,7.62,2.54,4,-6,7,39.17857143,0.085714286,-0.864285714
John Moraga,Deiveson Figueiredo,Deiveson Figueiredo,Flyweight,-2.54,5.08,4,-6,5,-7.23076923,2.153846154,0.961538462
Eryk Anders,Tim Williams,Eryk Anders,Middleweight,2.54,2.54,-1,-2,0,-36.66666667,0.0,-2.0
James Krause,Warlley Alves,James Krause,Welterweight,-7.62,-2.54,5,0,1,-21.66666667,0.083333333,0.097222222
Cory Sandhagen,Iuri Alcantara,Cory Sandhagen,Bantamweight,-5.08,2.54,-12,9,-7,-52.76470588,0.470588235,-0.058823529
Andrew Sanchez,Markus Perez,Andrew Sanchez,Middleweight,0.0,-2.54,0,-1,1,-49.0,1.5,-1.75
Mickey Gall,George Sullivan,Mickey Gall,Welterweight,-5.08,-2.54,-11,0,-2,29.16666667,-1.5,0.25
Joanne Calderwood,Kalindra Faria,Joanne Calderwood,Women's Flyweight,2.54,-8.1,0,-3,1,-47.83333333,0.5,-0.833333333
Drew Dober,Jon Tuck,Drew Dober,Lightweight,7.62,7.62,-4,-1,1,-1.325,0.65,-0.125
Rani Yahya,Luke Sanders,Rani Yahya,Bantamweight,0.0,0.0,1,-8,2,31.28571429,-1.107142857,-2.178571429
TJ Dillashaw,Cody Garbrandt,TJ Dillashaw,Bantamweight,5.08,-5.08,5,-5,2,-33.78571429,-0.857142857,-0.785714286
Demetrious Johnson,Henry Cejudo,Henry Cejudo,Flyweight,2.54,-5.08,0,-9,0,-17.86029412,-0.580882353,-2.294117647
Cub Swanson,Renato Moicano,Renato Moicano,Featherweight,7.62,5.08,5,-6,4,12.93333333,0.066666667,0.266666667
Polyana Viana,JJ Aldrich,JJ Aldrich,Women's Strawweight,0.0,0.0,1,1,-1,49.0,-3.0,-0.666666667
Thiago Santos,Kevin Holland,Thiago Santos,Middleweight,2.54,12.7,9,-9,5,-24.0,0.0,-0.142857143
Pedro Munhoz,Brett Johns,Pedro Munhoz,Bantamweight,2.54,15.24,5,-2,3,-2.41666667,-0.277777778,2.972222222
Ricky Simon,Montel Jackson,Ricky Simon,Bantamweight,10.16,15.24,-1,-1,0,-34.0,-1.0,-2.0
Ricardo Ramos,Kyung Ho Kang,Ricardo Ramos,Bantamweight,0.0,2.54,-7,1,-2,-18.9,0.9,0.7
Matt Sayles,Sheymon Moraes,Sheymon Moraes,Featherweight,2.54,10.16,-3,0,-1,18.0,0.0,0.0
Alex Perez,Jose Torres,Alex Perez,Flyweight,-5.08,0.0,0,-1,0,-4.5,-1.5,-2.5
Danielle Taylor,Weili Zhang,Weili Zhang,Women's Strawweight,10.16,7.6,0,-2,2,-43.0,0.0,-0.25
Marlon Vera,Wuliji Buren,Marlon Vera,Bantamweight,2.54,-2.54,-4,-4,3,-20.75,-1.0,3.625
Eddie Alvarez,Dustin Poirier,Dustin Poirier,Lightweight,0.0,7.62,5,11,-2,-1.12857143,0.55,-0.514285714
Jose Aldo,Jeremy Stephens,Jose Aldo,Featherweight,2.54,2.54,-1,7,-10,-21.11038961,0.084415584,-0.126623377
Joanna Jedrzejczyk,Tecia Torres,Joanna Jedrzejczyk,Women's Strawweight,-12.7,-12.7,2,-2,0,-54.75,0.125,0.675
Alexander Hernandez,Olivier Aubin-Mercier,Alexander Hernandez,Lightweight,0.0,-5.08,-4,6,-2,23.22222222,0.444444444,2.333333333
Jordan Mein,Alex Morono,Jordan Mein,Welterweight,-2.54,-2.54,1,-1,2,15.425,0.15,-1.375
Hakeem Dawodu,Austin Arnett,Hakeem Dawodu,Featherweight,10.16,-2.54,1,0,0,29.0,0.0,1.0
Kajan Johnson,Islam Makhachev,Islam Makhachev,Lightweight,-2.54,-12.7,8,0,0,-14.2,0.4,0.6
Gadzhimurad Antigulov,Ion Cutelaba,Ion Cutelaba,Light Heavyweight,5.08,12.7,7,0,-2,42.25,-1.0,0.5
John Makdessi,Ross Pearson,John Makdessi,Lightweight,0.0,2.54,0,4,-6,-13.73214286,0.0,0.625
Alexis Davis,Katlyn Chookagian,Katlyn Chookagian,Women's Flyweight,7.62,0.0,4,-3,1,25.25,-0.875,-0.625
Dustin Ortiz,Matheus Nicolau,Dustin Ortiz,Flyweight,2.54,2.54,4,-4,5,20.0,1.583333334,-0.666666667
Randa Markos,Nina Ansaroff,Nina Ansaroff,Women's Strawweight,2.54,2.54,0,-2,2,34.5,0.75,-1.0
Devin Powell,Alvaro Herrera,Devin Powell,Lightweight,0.0,2.54,2,1,0,-26.5,-0.666666667,0.0
Mauricio Rua,Anthony Smith,Anthony Smith,Light Heavyweight,7.62,0.0,7,-4,5,-10.44852941,0.014705882,-0.860294118
Glover Teixeira,Corey Anderson,Corey Anderson,Light Heavyweight,2.54,7.62,10,-3,0,21.61688312,-0.428571429,2.662337662
Vitor Miranda,Abu Azaitar,Abu Azaitar,Middleweight,-10.16,-2.54,7,-3,3,-36.0,0.0,-0.333333333
Marcin Tybura,Stefan Struve,Marcin Tybura,Heavyweight,20.32,15.24,2,9,-5,-30.26666667,0.833333333,-0.7
Danny Roberts,David Zawada,Danny Roberts,Welterweight,-2.54,2.54,4,-4,2,-29.33333333,-0.166666667,0.0
Nasrat Haqparast,Marc Diakiese,Nasrat Haqparast,Lightweight,0.0,2.54,-3,3,0,-5.25,0.0,0.75
Nick Hein,Damir Hadzovic,Damir Hadzovic,Lightweight,7.62,10.16,3,-3,0,-17.66666667,0.333333333,-0.833333333
Emil Meek,Bartosz Fabinski,Bartosz Fabinski,Welterweight,2.54,2.54,-3,1,1,-7.0,-1.5,7.5
Khalid Taha,Nad Narimani,Nad Narimani,Featherweight,7.62,2.54,-5,0,0,0.0,0.0,0.0
Justin Ledet,Aleksandar Rakic,Aleksandar Rakic,Light Heavyweight,0.0,-5.08,3,-2,0,-4.66666667,-0.333333333,-0.333333333
Davey Grant,Manny Bermudez,Manny Bermudez,Bantamweight,5.08,5.08,8,0,2,-30.0,3.0,0.0
Jeremy Kimball,Darko Stosic,Darko Stosic,Light Heavyweight,0.0,10.16,1,-1,2,-8.666666667,0.0,-0.333333333
Damian Stasiak,Liu Pingyuan,Liu Pingyuan,Bantamweight,2.54,5.08,3,-2,3,-22.6,-0.6,-2.0
Junior Dos Santos,Blagoy Ivanov,Junior Dos Santos,Heavyweight,-12.7,-10.16,3,-12,4,-56.1875,-0.0625,-0.3125
Sage Northcutt,Zak Ottow,Sage Northcutt,Welterweight,-2.54,2.54,-9,-2,0,-0.11428571,-0.085714286,-0.742857143
Dennis Bermudez,Rick Glenn,Rick Glenn,Featherweight,15.24,10.16,2,-7,4,15.5,-0.55,-1.666666667
Randy Brown,Niko Price,Niko Price,Welterweight,-7.62,-5.08,0,-1,0,-16.56666667,0.5,-0.066666667
Myles Jury,Chad Mendes,Chad Mendes,Featherweight,-10.16,-17.78,-4,0,-2,3.2,-0.033333333,0.4
Cat Zingano,Marion Reneau,Cat Zingano,Women's Bantamweight,0.0,0.0,-5,3,0,17.625,0.325,-1.15
Eddie Wineland,Alejandro Perez,Alejandro Perez,Bantamweight,-2.54,-5.08,6,1,4,3.98863636,0.125,0.193181818
Darren Elkins,Alexander Volkanovski,Alexander Volkanovski,Featherweight,-10.16,0.0,5,-10,4,33.55555556,-1.166666667,1.388888889
Justin Scoggins,Said Nurmagomedov,Said Nurmagomedov,Flyweight,2.54,10.16,0,-4,4,-40.875,-0.375,-2.875
Kurt Holobaugh,Raoni Barcelos,Raoni Barcelos,Featherweight,-10.16,-7.62,0,0,1,-41.0,-2.0,-1.0
Liz Carmouche,Jennifer Maia,Liz Carmouche,Women's Flyweight,-5.08,-5.08,5,-3,4,-32.71428571,-0.285714286,-2.714285714
Mark De La Rosa,Elias Garcia,Mark De La Rosa,Flyweight,-2.54,5.08,-2,0,1,-2.0,0.0,0.0
Jessica Aguilar,Jodie Esquibel,Jessica Aguilar,Women's Strawweight,-5.08,2.54,4,0,1,1.5,0.0,-2.0
Stipe Miocic,Daniel Cormier,Daniel Cormier,Heavyweight,-12.7,-20.32,-4,-3,0,3.10389611,0.636363636,-0.097402598
Francis Ngannou,Derrick Lewis,Derrick Lewis,Heavyweight,-2.54,-10.16,-2,4,-2,12.38461538,-0.285714286,0.384615385
Paul Felder,Mike Perry,Mike Perry,Welterweight,-2.54,2.54,8,-3,0,2.77142857,-0.3,-0.014285714
Michael Chiesa,Anthony Pettis,Anthony Pettis,Lightweight,-7.62,-7.62,-1,0,-3,18.74615385,-0.184615385,-0.884615385
Gokhan Saki,Khalil Rountree Jr.,Khalil Rountree Jr.,Light Heavyweight,2.54,7.62,6,1,-3,-22.6,0.2,0.0
Uriah Hall,Paulo Costa,Paulo Costa,Middleweight,2.54,-17.78,6,-3,6,10.5,-0.166666667,-0.583333333
Raphael Assuncao,Rob Font,Raphael Assuncao,Bantamweight,7.62,12.7,4,-5,0,-7.86904762,0.404761904,-0.202380953
Lando Vannata,Drakkar Klose,Drakkar Klose,Lightweight,0.0,-2.54,-4,0,2,-4.0,-0.25,0.75
Curtis Millender,Max Griffin,Curtis Millender,Welterweight,-7.62,0.0,-2,1,-2,-7.75,0.25,0.0
Dan Hooker,Gilbert Burns,Dan Hooker,Lightweight,-5.08,-10.16,-3,0,1,-6.27777778,0.402777778,1.291666667
Jamie Moyle,Emily Whitmire,Emily Whitmire,Women's Strawweight,10.16,-5.08,2,-1,0,-67.5,0.0,-1.5
Brad Tavares,Israel Adesanya,Israel Adesanya,Middleweight,7.62,15.24,2,-10,4,13.5,0.0,-0.9375
Michael Trizano,Joe Giannetti,Michael Trizano,Lightweight,2.54,7.62,3,0,0,0.0,0.0,0.0
Jay Cucciniello,Brad Katona,Brad Katona,Featherweight,-2.54,-10.44,5,0,0,0.0,0.0,0.0
Alex Caceres,Martin Bravo,Alex Caceres,Featherweight,-5.08,-5.08,6,-7,9,-18.05555556,-0.722222222,-0.5
Roxanne Modafferi,Barb Honchak,Roxanne Modafferi,Women's Flyweight,-7.62,-10.16,-3,0,1,-16.0,1.5,-1.0
Alessio Di Chirico,Julian Marquez,Alessio Di Chirico,Middleweight,5.08,2.54,0,-1,2,-1.25,3.0,-1.25
Montana De La Rosa,Rachael Ostovich,Montana De La Rosa,Women's Flyweight,-10.16,-15.24,-4,0,0,-3.0,0.0,1.0
Luis Pena,Richie Smullen,Luis Pena,Lightweight,-15.24,-17.78,-1,0,0,0.0,0.0,0.0
John Gunther,Allan Zuniga,John Gunther,Lightweight,-5.08,-5.08,6,0,0,0.0,0.0,0.0
Tyler Diamond,Bryce Mitchell,Bryce Mitchell,Featherweight,7.62,2.74,4,0,0,0.0,0.0,0.0
Matt Bessette,Steven Peterson,Steven Peterson,Featherweight,0.0,0.0,5,0,0,30.0,0.0,1.0
Gerald Meerschaert,Oskar Piechota,Gerald Meerschaert,Middleweight,-2.54,-2.54,2,-1,1,19.5,1.0,-0.25
Donald Cerrone,Leon Edwards,Leon Edwards,Welterweight,-2.54,2.54,9,-13,5,-14.62962963,0.185185186,0.629629629
Ovince Saint Preux,Tyson Pedro,Ovince Saint Preux,Light Heavyweight,0.0,-2.54,9,-7,5,-7.3125,0.25,-0.0625
Jessica-Rose Clark,Jessica Eye,Jessica Eye,Women's Flyweight,2.54,5.08,-1,0,-6,-32.375,-0.125,-1.5
Li Jingliang,Daichi Abe,Li Jingliang,Welterweight,-2.54,0.0,4,-4,2,23.75,0.0,-0.25
Teruto Ishihara,Petr Yan,Petr Yan,Bantamweight,0.0,-5.08,1,-3,4,-38.14285714,0.0,-0.428571429
Felipe Arantes,Song Yadong,Song Yadong,Bantamweight,0.0,-15.24,10,-4,6,-22.36363636,0.363636364,-0.818181818
Rolando Dy,Shane Young,Shane Young,Featherweight,0.0,7.62,3,-1,1,-13.33333333,0.0,0.666666667
Song Kenan,Hector Aldana,Song Kenan,Welterweight,-2.54,2.54,-1,-1,0,-14.0,0.0,0.0
Shinsho Anzai,Jake Matthews,Jake Matthews,Welterweight,10.16,7.62,9,4,-2,-1.88888889,0.555555556,0.444444445
Viviane Pereira,Yan Xiaonan,Yan Xiaonan,Women's Strawweight,10.16,0.0,-5,-1,1,56.66666667,-0.333333333,-0.333333333
Matt Schnell,Naoki Inoue,Matt Schnell,Flyweight,2.54,2.54,7,0,2,39.33333333,4.333333333,-0.333333333
Jenel Lausa,Ulka Sasaki,Ulka Sasaki,Flyweight,12.7,7.62,1,2,-2,-8.38095238,-0.428571429,0.476190476
Ji Yeon Kim,Melinda Fabian,Ji Yeon Kim,Women's Flyweight,-2.54,-15.24,-2,-1,0,-15.0,0.0,0.0
Robert Whittaker,Yoel Romero,Robert Whittaker,Middleweight,0.0,0.0,-14,-1,1,-14.73333333,0.0,1.366666667
Rafael Dos Anjos,Colby Covington,Colby Covington,Welterweight,7.62,5.08,3,-9,6,-9.625,-0.361111111,2.805555556
Holly Holm,Megan Anderson,Holly Holm,Women's Featherweight,10.16,7.62,8,-4,4,-50.75,0.0,-0.25
Andrei Arlovski,Tai Tuivasa,Tai Tuivasa,Heavyweight,-2.54,-5.08,14,-14,9,4.56,-0.2,-0.28
CM Punk,Mike Jackson,Mike Jackson,Welterweight,2.54,2.58,6,0,0,3.0,0.0,0.0
Alistair Overeem,Curtis Blaydes,Curtis Blaydes,Heavyweight,0.0,0.0,11,-4,3,12.8974359,-0.076923077,4.602564102
Claudia Gadelha,Carla Esparza,Claudia Gadelha,Women's Strawweight,-7.62,0.0,-1,-1,1,-19.91428571,-0.4,-0.457142857
Ricardo Lamas,Mirsad Bektic,Mirsad Bektic,Featherweight,0.0,-2.54,9,-4,3,0.1025641,-0.282051282,1.5
Rashad Coulter,Chris de la Rocha,Chris de la Rocha,Heavyweight,10.16,10.16,-3,0,0,-3.0,0.0,0.0
Rashad Evans,Anthony Smith,Anthony Smith,Light Heavyweight,10.16,2.54,9,-10,5,5.9935065,0.285714286,-1.98051948
Joseph Benavidez,Sergio Pettis,Sergio Pettis,Flyweight,5.08,10.16,9,-5,-1,7.44285714,0.214285714,0.1
Clay Guida,Charles Oliveira,Charles Oliveira,Lightweight,7.62,10.16,8,-4,2,-7.70947368,0.755789474,-1.151578947
Mike Santiago,Dan Ige,Dan Ige,Featherweight,-7.62,5.08,2,0,1,-2.5,-1.0,-1.5
Jimmie Rivera,Marlon Moraes,Marlon Moraes,Bantamweight,5.08,-2.54,-2,-3,-1,-24.0,0.333333333,-0.666666667
Gregor Gillespie,Vinc Pichel,Gregor Gillespie,Lightweight,7.62,2.54,-4,0,-1,10.25,-0.05,0.9
Walt Harris,Daniel Spitz,Walt Harris,Heavyweight,5.08,12.7,7,-2,5,8.11111111,-0.111111111,0.888888889
Jake Ellenberger,Ben Saunders,Ben Saunders,Welterweight,12.7,15.24,-2,-2,3,7.87593985,0.432330827,-1.067669173
Julio Arce,Daniel Teymur,Julio Arce,Featherweight,-5.08,-2.54,-2,-1,-1,-3.0,0.0,0.0
Gian Villante,Sam Alvey,Sam Alvey,Light Heavyweight,-2.54,-2.54,0,3,1,-21.51190476,0.071428571,-0.345238096
Sijara Eubanks,Lauren Murphy,Sijara Eubanks,Women's Flyweight,7.62,0.0,-1,2,-3,57.2,0.0,1.2
Nik Lentz,David Teymur,David Teymur,Lightweight,2.54,12.7,4,-8,7,11.55263158,-1.157894737,-2.105263158
Belal Muhammad,Chance Rencountre,Belal Muhammad,Welterweight,7.62,7.62,-2,-4,2,-58.33333333,0.0,-2.0
Desmond Green,Gleison Tibau,Desmond Green,Lightweight,0.0,-5.08,-6,15,-9,-24.44444445,0.62962963,1.444444444
Johnny Eduardo,Nathaniel Wood,Nathaniel Wood,Bantamweight,-2.54,-5.08,14,-3,3,-22.66666667,-0.333333333,0.0
Jarred Brooks,Jose Torres,Jose Torres,Flyweight,2.54,7.62,0,-1,1,-28.5,-0.5,-6.0
Stephen Thompson,Darren Till,Darren Till,Welterweight,0.0,-2.54,10,-5,2,-14.31666667,0.0,0.183333333
Neil Magny,Craig White,Neil Magny,Welterweight,-2.54,-10.16,3,-13,5,-45.38888889,-0.277777778,-2.277777778
Arnold Allen,Mads Burnell,Arnold Allen,Featherweight,0.0,-2.54,0,-2,-1,-13.66666667,-0.166666667,-1.166666667
Jason Knight,Makwan Amirkhani,Makwan Amirkhani,Featherweight,0.0,2.54,-4,-1,2,-28.67857143,-0.464285714,0.821428571
Claudio Silva,Nordine Taleb,Claudio Silva,Welterweight,5.08,7.62,-1,4,-2,2.875,-0.5,-1.125
Eric Spicely,Darren Stewart,Darren Stewart,Middleweight,-2.54,2.54,4,-2,-2,11.75,-0.75,0.75
Daniel Kelly,Tom Breese,Tom Breese,Middleweight,7.62,7.62,14,-3,2,-2.47222222,0.027777778,-1.333333333
Lina Lansberg,Gina Mazany,Lina Lansberg,Women's Bantamweight,-2.54,7.62,7,0,1,-26.0,0.0,2.166666667
Bradley Scott,Carlo Pedersoli,Carlo Pedersoli,Welterweight,-5.08,-2.54,4,-3,4,-38.42857143,-0.571428571,-0.285714286
Gillian Robertson,Molly McCann,Gillian Robertson,Women's Flyweight,-2.54,-2.54,-5,-1,0,-2.0,-1.0,-1.0
Elias Theodorou,Trevor Smith,Elias Theodorou,Middleweight,5.08,0.0,-8,-1,-2,-8.58333333,0.666666667,-0.180555556
Demian Maia,Kamaru Usman,Kamaru Usman,Welterweight,-2.54,10.16,9,-12,8,24.50793651,-0.603174603,1.777777778
Alexa Grasso,Tatiana Suarez,Tatiana Suarez,Women's Strawweight,0.0,0.0,-3,0,1,-26.16666667,0.166666667,3.166666667
Jared Cannonier,Dominick Reyes,Dominick Reyes,Light Heavyweight,12.7,0.0,6,-2,3,-21.83333333,1.0,0.833333333
Diego Rivas,Guido Cannetti,Guido Cannetti,Bantamweight,-5.08,-2.54,-12,-1,-1,13.0,-0.666666667,0.666666667
Veronica Macedo,Andrea Lee,Andrea Lee,Women's Flyweight,5.08,12.7,-7,0,1,-23.0,0.0,0.0
Vicente Luque,Chad Laprise,Vicente Luque,Welterweight,-2.54,-10.16,-5,1,0,24.33928571,-0.571428571,-0.107142857
Zak Cummings,Michel Prazeres,Michel Prazeres,Welterweight,-15.24,-20.32,-3,2,0,8.175,-0.15,2.925
Brandon Moreno,Alexandre Pantoja,Alexandre Pantoja,Flyweight,-5.08,-7.62,-4,-1,0,25.58333333,0.666666667,-1.5
Poliana Botelho,Syuri Kondo,Poliana Botelho,Women's Strawweight,-10.16,-2.54,0,0,0,68.0,0.0,-1.0
Gabriel Benitez,Humberto Bandenay,Gabriel Benitez,Featherweight,7.62,1.66,6,-3,2,-39.83333333,-1.166666667,0.0
Enrique Barzola,Brandon Davis,Enrique Barzola,Featherweight,7.62,5.08,1,-3,0,22.8,-0.2,-4.9
Henry Briones,Frankie Saenz,Frankie Saenz,Bantamweight,-5.08,-7.62,0,3,0,23.64285714,-0.107142857,1.428571429
Claudio Puelles,Felipe Silva,Claudio Puelles,Lightweight,2.54,12.7,-12,1,0,-23.5,0.0,-1.0
Amanda Nunes,Raquel Pennington,Amanda Nunes,Women's Bantamweight,-2.54,-5.08,0,-2,-1,18.76388889,0.680555556,0.361111111
Jacare Souza,Kelvin Gastelum,Kelvin Gastelum,Middleweight,-10.16,-2.54,12,1,-2,26.52307692,-0.546153846,-0.507692308
Mackenzie Dern,Amanda Cooper,Mackenzie Dern,Women's Strawweight,-2.54,2.54,-1,1,-2,-40.75,0.0,-0.25
John Lineker,Brian Kelleher,John Lineker,Bantamweight,7.62,-2.54,-4,-8,2,-11.03571429,0.071428571,0.321428571
Vitor Belfort,Lyoto Machida,Lyoto Machida,Middleweight,2.54,0.0,2,0,2,19.25217391,0.027826087,0.368695652
Cezar Ferreira,Karl Roberson,Cezar Ferreira,Middleweight,0.0,-10.16,6,-7,4,-1.91666667,1.666666667,-0.75
Aleksei Oleinik,Junior Albini,Aleksei Oleinik,Heavyweight,2.54,-15.24,13,-3,1,13.66666667,-1.0,-1.333333333
Davi Ramos,Nick Hein,Davi Ramos,Lightweight,0.0,-10.16,-3,3,0,-6.0,-0.5,-1.5
Elizeu Zaleski dos Santos,Sean Strickland,Elizeu Zaleski dos Santos,Welterweight,5.08,7.62,4,2,-1,-10.375,-0.1,0.975
Warlley Alves,Sultan Aliev,Warlley Alves,Welterweight,0.0,5.08,-6,-4,1,-20.92857143,-0.857142857,0.0
Thales Leites,Jack Hermansson,Jack Hermansson,Middleweight,0.0,-2.54,7,-9,5,7.44210526,-0.894736842,-1.084210526
Alberto Mina,Ramazan Emeev,Ramazan Emeev,Welterweight,-5.08,-2.54,6,-2,0,-1.66666667,0.0,-0.333333333
Markus Perez,James Bochnovic,Markus Perez,Middleweight,7.62,20.32,0,0,0,-25.0,-1.0,-2.0
Edson Barboza,Kevin Lee,Kevin Lee,Lightweight,-5.08,5.08,7,-4,2,-3.75,0.861111111,1.944444444
Frankie Edgar,Cub Swanson,Frankie Edgar,Featherweight,5.08,5.08,2,-6,3,4.55590062,-0.291925466,-2.127329192
Justin Willis,Chase Sherman,Justin Willis,Heavyweight,7.62,0.0,2,0,-3,22.6,0.0,-1.5
David Branch,Thiago Santos,David Branch,Middleweight,2.54,-5.08,2,6,-1,4.6025641,0.0,-1.679487179
Aljamain Sterling,Brett Johns,Aljamain Sterling,Bantamweight,0.0,0.0,2,-3,3,-9.55555556,-0.111111111,2.888888889
Jim Miller,Dan Hooker,Dan Hooker,Lightweight,10.16,10.16,6,-12,8,5.41071429,-1.142857143,-0.839285714
Ryan LaFlare,Alex Garcia,Ryan LaFlare,Welterweight,-10.16,-5.08,4,-1,-1,-24.25,-0.125,0.375
Merab Dvalishvili,Ricky Simon,Ricky Simon,Bantamweight,0.0,2.54,2,0,1,-47.0,0.0,-11.0
Siyar Bahadurzada,Luan Chagas,Siyar Bahadurzada,Welterweight,2.54,5.08,10,-2,0,24.86666667,-0.066666667,-0.466666667
Corey Anderson,Patrick Cummins,Corey Anderson,Light Heavyweight,-2.54,-7.62,-9,0,0,-9.4,0.1,0.1
Anthony Rocco Martin,Keita Nakamura,Anthony Rocco Martin,Welterweight,-2.54,0.0,-5,-1,-1,-0.125,-0.375,1.0
Dustin Poirier,Justin Gaethje,Dustin Poirier,Lightweight,5.08,-5.08,0,-13,4,67.10526316,-0.578947368,-1.263157895
